match_id,player_id,player_name,team,opposition,date,format,venue,batting_position,runs,balls_faced,fours,sixes,dismissal_type,dismissed,balls_bowled,maidens,runs_conceded,wickets,wides,no_balls,dot_balls,fours_conceded,sixes_conceded,catches,run_outs,stumpings,team_won,player_of_match
1354800,39e599c8,A McAuley,Isle of Man,Spain,2023-02-25,T20,La Manga Club Bottom Ground,1.0,29,31,3,0,caught,True,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1354800,b0aadf4f,N Knights,Isle of Man,Spain,2023-02-25,T20,La Manga Club Bottom Ground,2.0,1,13,0,0,caught,True,0,0,0,0,0,0,0,0,0,1,0,0,False,False
1354800,c90346a0,D Jansen,Isle of Man,Spain,2023-02-25,T20,La Manga Club Bottom Ground,3.0,13,19,2,0,caught,True,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1354800,467c28f9,C Hartmann,Isle of Man,Spain,2023-02-25,T20,La Manga Club Bottom Ground,4.0,4,4,1,0,caught,True,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1354800,68019a70,EF Beard,Isle of Man,Spain,2023-02-25,T20,La Manga Club Bottom Ground,5.0,2,3,0,0,lbw,True,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1354800,f7bf6004,C Webster,Isle of Man,Spain,2023-02-25,T20,La Manga Club Bottom Ground,6.0,0,1,0,0,bowled,True,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1354800,dba54d8e,JA Burrows,Isle of Man,Spain,2023-02-25,T20,La Manga Club Bottom Ground,7.0,2,5,0,0,caught,True,19,0,28,2,7,0,9,4,0,0,0,0,False,False
1354800,6e60a792,MJ Ansell,Isle of Man,Spain,2023-02-25,T20,La Manga Club Bottom Ground,8.0,1,4,0,0,caught,True,12,0,24,0,0,0,7,3,2,0,0,0,False,False
1354800,efcb778e,J Butler,Isle of Man,Spain,2023-02-25,T20,La Manga Club Bottom Ground,9.0,3,6,0,0,bowled,True,0,0,0,0,0,0,0,0,0,1,0,0,False,False
1354800,0c95e20e,F Clarke,Isle of Man,Spain,2023-02-25,T20,La Manga Club Bottom Ground,10.0,3,5,0,0,bowled,True,12,0,13,0,2,0,5,1,0,0,0,0,False,False
1354800,b312a9c1,E Walker,Isle of Man,Spain,2023-02-25,T20,La Manga Club Bottom Ground,11.0,0,5,0,0,,False,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1354800,510e33d3,Mohammad Ihsan,Spain,Isle of Man,2023-02-25,T20,La Manga Club Bottom Ground,1.0,28,14,4,2,caught,True,0,0,0,0,0,0,0,0,0,0,0,0,True,False
1354800,6d36cb93,Shafat Ali Syed,Spain,Isle of Man,2023-02-25,T20,La Manga Club Bottom Ground,2.0,0,1,0,0,caught,True,6,0,3,0,3,0,5,0,0,0,0,0,True,False
1354800,020e49e9,AD Algar,Spain,Isle of Man,2023-02-25,T20,La Manga Club Bottom Ground,3.0,12,25,1,0,,False,0,0,0,0,0,0,0,0,0,0,0,0,True,False
1354800,74be2916,D Doyle-Calle,Spain,Isle of Man,2023-02-25,T20,La Manga Club Bottom Ground,4.0,16,8,3,0,,False,0,0,0,0,0,0,0,0,0,1,0,0,True,False
1354800,7fcc57bf,Atif Mehmood,Spain,Isle of Man,2023-02-25,T20,La Manga Club Bottom Ground,,0,0,0,0,,False,12,1,1,1,0,0,10,0,0,0,0,0,True,False
1354800,17bc032c,C Munoz-Mills,Spain,Isle of Man,2023-02-25,T20,La Manga Club Bottom Ground,,0,0,0,0,,False,0,0,0,0,0,0,0,0,0,2,0,0,True,False
1354800,f9f857dc,Awais Ahmed,Spain,Isle of Man,2023-02-25,T20,La Manga Club Bottom Ground,,0,0,0,0,,False,0,0,0,0,0,0,0,0,0,0,0,0,True,False
1354800,c78316ab,Amir Hamza,Spain,Isle of Man,2023-02-25,T20,La Manga Club Bottom Ground,,0,0,0,0,,False,6,0,2,1,2,0,6,0,0,0,0,0,True,False
1354800,5b616bf0,LA Burns,Spain,Isle of Man,2023-02-25,T20,La Manga Club Bottom Ground,,0,0,0,0,,False,24,0,18,3,1,0,11,1,0,0,0,0,True,False
1354800,3ed4e2ad,C Rumistrzewicz,Spain,Isle of Man,2023-02-25,T20,La Manga Club Bottom Ground,,0,0,0,0,,False,24,0,24,4,0,0,10,3,0,2,0,0,True,True
1354800,1a628a92,Mohammad Kamran,Spain,Isle of Man,2023-02-25,T20,La Manga Club Bottom Ground,,0,0,0,0,,False,19,1,16,1,0,0,11,2,0,1,0,0,True,False
1477609,7fca84b7,BA King,West Indies,South Africa,2026-01-27,T20,"Boland Park, Paarl",1.0,27,16,5,1,bowled,True,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1477609,09a9d073,J Charles,West Indies,South Africa,2026-01-27,T20,"Boland Park, Paarl",2.0,13,10,1,1,bowled,True,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1477609,83d17bbc,MW Forde,West Indies,South Africa,2026-01-27,T20,"Boland Park, Paarl",3.0,16,13,0,2,caught,True,6,0,13,0,0,0,2,3,0,1,0,0,False,False
1477609,d014d5ac,SE Rutherford,West Indies,South Africa,2026-01-27,T20,"Boland Park, Paarl",4.0,6,6,1,0,bowled,True,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1477609,3feda4fa,RL Chase,West Indies,South Africa,2026-01-27,T20,"Boland Park, Paarl",5.0,22,18,2,0,bowled,True,24,0,31,1,0,0,9,3,1,0,0,0,False,False
1477609,48a1d7b7,SO Hetmyer,West Indies,South Africa,2026-01-27,T20,"Boland Park, Paarl",6.0,48,33,4,3,caught,True,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1477609,650d5e49,R Powell,West Indies,South Africa,2026-01-27,T20,"Boland Park, Paarl",7.0,29,27,2,1,,False,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1477609,0f721006,JO Holder,West Indies,South Africa,2026-01-27,T20,"Boland Park, Paarl",8.0,1,2,0,0,caught,True,23,0,41,0,1,0,3,3,2,0,0,0,False,False
1477609,c5aef772,R Shepherd,West Indies,South Africa,2026-01-27,T20,"Boland Park, Paarl",9.0,1,1,0,0,,False,18,0,29,0,2,0,4,2,1,0,0,0,False,False
1477609,ded9ff1e,JNT Seales,West Indies,South Africa,2026-01-27,T20,"Boland Park, Paarl",,0,0,0,0,,False,18,0,29,0,0,0,5,3,1,0,0,0,False,False
1477609,4d7f517e,AJ Hosein,West Indies,South Africa,2026-01-27,T20,"Boland Park, Paarl",,0,0,0,0,,False,18,0,31,0,1,0,1,2,1,0,0,0,False,False
1477609,60aa2db3,LG Pretorius,South Africa,West Indies,2026-01-27,T20,"Boland Park, Paarl",1.0,44,28,6,1,caught,True,0,0,0,0,0,0,0,0,0,0,0,0,True,False
1477609,6a26221c,AK Markram,South Africa,West Indies,2026-01-27,T20,"Boland Park, Paarl",2.0,86,50,9,3,,False,0,0,0,0,0,0,0,0,0,0,0,0,True,False
1477609,e66732f8,RD Rickelton,South Africa,West Indies,2026-01-27,T20,"Boland Park, Paarl",3.0,40,33,1,2,,False,0,0,0,0,0,0,0,0,0,0,0,0,True,False
1477609,844e79d1,D Brevis,South Africa,West Indies,2026-01-27,T20,"Boland Park, Paarl",,0,0,0,0,,False,0,0,0,0,0,0,0,0,0,1,0,0,True,False
1477609,9c821d2e,RA Herman,South Africa,West Indies,2026-01-27,T20,"Boland Park, Paarl",,0,0,0,0,,False,0,0,0,0,0,0,0,0,0,0,0,0,True,False
1477609,91cd48e0,JF Smith,South Africa,West Indies,2026-01-27,T20,"Boland Park, Paarl",,0,0,0,0,,False,0,0,0,0,0,0,0,0,0,0,0,0,True,False
1477609,e5437608,GF Linde,South Africa,West Indies,2026-01-27,T20,"Boland Park, Paarl",,0,0,0,0,,False,24,0,25,3,1,0,10,2,1,0,0,0,True,True
1477609,172dff15,C Bosch,South Africa,West Indies,2026-01-27,T20,"Boland Park, Paarl",,0,0,0,0,,False,24,0,35,2,2,0,11,5,1,1,0,0,True,False
1477609,e62dd25d,K Rabada,South Africa,West Indies,2026-01-27,T20,"Boland Park, Paarl",,0,0,0,0,,False,24,0,35,0,2,0,9,3,2,1,0,0,True,False
1477609,0b60eb09,KA Maharaj,South Africa,West Indies,2026-01-27,T20,"Boland Park, Paarl",,0,0,0,0,,False,24,0,44,2,0,0,8,2,4,0,0,0,True,False
1477609,107c26fb,KT Maphaka,South Africa,West Indies,2026-01-27,T20,"Boland Park, Paarl",,0,0,0,0,,False,24,0,30,0,0,1,7,3,0,0,0,0,True,False
1539467,723ca856,Khizer Ahmed,Norway,Austria,2026-06-12,T20,"Botkyrka Cricket Center, Stockholm",1.0,6,7,1,0,caught,True,0,0,0,0,0,0,0,0,0,1,0,0,True,False
1539467,052b014c,D Asghar,Norway,Austria,2026-06-12,T20,"Botkyrka Cricket Center, Stockholm",2.0,4,2,1,0,caught,True,0,0,0,0,0,0,0,0,0,0,0,0,True,False
1539467,331e137f,Walid Ghauri,Norway,Austria,2026-06-12,T20,"Botkyrka Cricket Center, Stockholm",3.0,4,18,0,0,caught,True,0,0,0,0,0,0,0,0,0,2,0,0,True,False
1539467,921292ca,Akhter Pacha Sher,Norway,Austria,2026-06-12,T20,"Botkyrka Cricket Center, Stockholm",4.0,53,34,3,5,caught,True,0,0,0,0,0,0,0,0,0,3,0,0,True,True
1539467,1f3d7990,Saif-Ul Islam,Norway,Austria,2026-06-12,T20,"Botkyrka Cricket Center, Stockholm",5.0,9,9,2,0,bowled,True,0,0,0,0,0,0,0,0,0,0,0,0,True,False
1539467,3e697d4a,Chaudhary Akram,Norway,Austria,2026-06-12,T20,"Botkyrka Cricket Center, Stockholm",6.0,57,45,9,0,caught,True,18,0,19,0,0,0,6,2,0,0,0,0,True,False
1539467,f8ef3653,Ibrahim Rahimi,Norway,Austria,2026-06-12,T20,"Botkyrka Cricket Center, Stockholm",7.0,4,2,1,0,caught,True,0,0,0,0,0,0,0,0,0,0,0,0,True,False
1539467,fc362c5d,Qamar Mushtaque,Norway,Austria,2026-06-12,T20,"Botkyrka Cricket Center, Stockholm",8.0,3,3,0,0,,False,12,0,5,1,1,0,8,0,0,0,0,0,True,False
1539467,2f7244b5,Farmanullah Ghari,Norway,Austria,2026-06-12,T20,"Botkyrka Cricket Center, Stockholm",9.0,2,2,0,0,caught,True,16,0,10,3,0,0,12,1,1,0,0,0,True,False
1539467,e068d48e,Ahmadullah Shinwari,Norway,Austria,2026-06-12,T20,"Botkyrka Cricket Center, Stockholm",,0,0,0,0,,False,24,0,12,3,1,0,16,1,0,0,0,0,True,False
1539467,5ef3c310,M Shahbaz Butt,Norway,Austria,2026-06-12,T20,"Botkyrka Cricket Center, Stockholm",,0,0,0,0,,False,24,0,20,2,1,0,9,1,0,0,0,0,True,False
1539467,6a97c7a4,Karanbir Singh,Austria,Norway,2026-06-12,T20,"Botkyrka Cricket Center, Stockholm",1.0,6,13,1,0,caught,True,6,0,12,0,0,0,1,0,1,1,0,0,False,False
1539467,74571ec4,Waqar Zalmai,Austria,Norway,2026-06-12,T20,"Botkyrka Cricket Center, Stockholm",2.0,1,4,0,0,caught,True,24,0,23,0,1,0,9,1,1,0,0,0,False,False
1539467,6c53ffb2,Irfan Safi,Austria,Norway,2026-06-12,T20,"Botkyrka Cricket Center, Stockholm",3.0,6,11,1,0,bowled,True,6,0,10,0,0,0,2,2,0,1,0,0,False,False
1539467,b17d629e,Shadnan Khan,Austria,Norway,2026-06-12,T20,"Botkyrka Cricket Center, Stockholm",4.0,0,1,0,0,caught,True,24,0,34,4,0,0,10,6,0,0,0,0,False,False
1539467,1798078c,A Randhawa,Austria,Norway,2026-06-12,T20,"Botkyrka Cricket Center, Stockholm",5.0,0,4,0,0,caught,True,0,0,0,0,0,0,0,0,0,1,0,0,False,False
1539467,75ebfe19,Baseer Khan,Austria,Norway,2026-06-12,T20,"Botkyrka Cricket Center, Stockholm",7.0,19,25,1,0,caught,True,18,1,7,2,1,0,15,1,0,0,0,0,False,False
1539467,9bdb9aa9,KR Jha,Austria,Norway,2026-06-12,T20,"Botkyrka Cricket Center, Stockholm",6.0,19,30,1,0,,False,0,0,0,0,0,0,0,0,0,1,0,0,False,False
1539467,ec4ae12d,Hamid Safi,Austria,Norway,2026-06-12,T20,"Botkyrka Cricket Center, Stockholm",8.0,1,3,0,0,caught,True,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1539467,33b67317,Bilal Zalmai,Austria,Norway,2026-06-12,T20,"Botkyrka Cricket Center, Stockholm",9.0,5,3,1,0,bowled,True,24,0,18,1,0,0,16,3,0,0,0,0,False,False
1539467,b979b662,Faridullah Shams,Austria,Norway,2026-06-12,T20,"Botkyrka Cricket Center, Stockholm",10.0,6,3,0,1,bowled,True,18,0,40,1,0,0,6,4,3,2,0,0,False,False
1539467,97181d1b,MPS Cheema,Austria,Norway,2026-06-12,T20,"Botkyrka Cricket Center, Stockholm",,0,0,0,0,,False,0,0,0,0,0,0,0,0,0,1,0,0,False,False
355994,3b041a12,Tamim Iqbal,Bangladesh,India,2009-06-06,T20,Trent Bridge,1.0,15,10,3,0,stumped,True,0,0,0,0,0,0,0,0,0,1,0,0,False,False
355994,62e203d4,Junaid Siddique,Bangladesh,India,2009-06-06,T20,Trent Bridge,2.0,41,22,2,3,caught,True,0,0,0,0,0,0,0,0,0,0,0,0,False,False
355994,2bb09eb2,Mohammad Ashraful,Bangladesh,India,2009-06-06,T20,Trent Bridge,3.0,11,9,1,0,caught,True,0,0,0,0,0,0,0,0,0,0,0,0,False,False
355994,7dc35884,Shakib Al Hasan,Bangladesh,India,2009-06-06,T20,Trent Bridge,4.0,8,10,0,0,caught,True,24,0,24,1,1,0,6,1,0,1,0,0,False,False
355994,bf1d7d3e,Mahmudullah,Bangladesh,India,2009-06-06,T20,Trent Bridge,5.0,8,13,0,0,caught,True,12,0,15,0,0,0,4,0,1,0,0,0,False,False
355994,17efdeb8,Raqibul Hasan,Bangladesh,India,2009-06-06,T20,Trent Bridge,6.0,16,21,1,0,caught,True,0,0,0,0,0,0,0,0,0,0,0,0,False,False
355994,e186f49c,Mashrafe Mortaza,Bangladesh,India,2009-06-06,T20,Trent Bridge,7.0,11,8,0,1,bowled,True,24,0,29,0,0,0,5,3,0,0,0,0,False,False
355994,a94e08ea,Mushfiqur Rahim,Bangladesh,India,2009-06-06,T20,Trent Bridge,8.0,11,11,1,0,,False,0,0,0,0,0,0,0,0,0,0,0,0,False,False
355994,02e83ac5,Naeem Islam,Bangladesh,India,2009-06-06,T20,Trent Bridge,9.0,28,19,0,3,caught,True,18,0,32,2,0,0,5,1,3,0,0,0,False,False
355994,090f9211,Shahadat Hossain,Bangladesh,India,2009-06-06,T20,Trent Bridge,,0,0,0,0,,False,18,0,31,1,1,0,4,2,1,0,0,0,False,False
355994,f56cd097,Rubel Hossain,Bangladesh,India,2009-06-06,T20,Trent Bridge,,0,0,0,0,,False,24,0,49,1,3,0,9,5,3,0,0,0,False,False
355994,bb345e0b,G Gambhir,India,Bangladesh,2009-06-06,T20,Trent Bridge,1.0,50,47,4,0,caught,True,0,0,0,0,0,0,0,0,0,1,0,0,True,False
355994,740742ef,RG Sharma,India,Bangladesh,2009-06-06,T20,Trent Bridge,2.0,36,23,3,2,bowled,True,0,0,0,0,0,0,0,0,0,0,0,0,True,False
355994,4a8a2e3b,MS Dhoni,India,Bangladesh,2009-06-06,T20,Trent Bridge,3.0,26,21,0,1,bowled,True,0,0,0,0,0,0,0,0,0,1,0,1,True,False
355994,1c914163,Yuvraj Singh,India,Bangladesh,2009-06-06,T20,Trent Bridge,4.0,41,21,3,4,caught,True,0,0,0,0,0,0,0,0,0,2,0,0,True,False
355994,1dc12ab9,SK Raina,India,Bangladesh,2009-06-06,T20,Trent Bridge,5.0,10,9,1,0,bowled,True,0,0,0,0,0,0,0,0,0,0,0,0,True,False
355994,3c6ffae8,YK Pathan,India,Bangladesh,2009-06-06,T20,Trent Bridge,6.0,1,1,0,0,,False,18,0,26,1,0,0,5,1,1,0,0,0,True,False
355994,5fa06777,IK Pathan,India,Bangladesh,2009-06-06,T20,Trent Bridge,7.0,11,3,1,1,,False,12,0,20,0,1,0,5,0,2,0,0,0,True,False
355994,8b5b6769,Harbhajan Singh,India,Bangladesh,2009-06-06,T20,Trent Bridge,,0,0,0,0,,False,24,0,25,0,0,0,6,0,1,1,0,0,True,False
355994,91a4a398,Z Khan,India,Bangladesh,2009-06-06,T20,Trent Bridge,,0,0,0,0,,False,18,0,26,1,2,0,7,4,0,0,0,0,True,False
355994,5bb1a1c4,I Sharma,India,Bangladesh,2009-06-06,T20,Trent Bridge,,0,0,0,0,,False,24,0,34,2,0,0,8,3,2,0,0,0,True,False
355994,6c6591ab,PP Ojha,India,Bangladesh,2009-06-06,T20,Trent Bridge,,0,0,0,0,,False,24,0,21,4,0,0,10,0,1,1,0,0,True,True
1450821,5661ef90,A Sharma,United Arab Emirates,United States of America,2024-10-04,T20,"Wanderers Cricket Ground, Windhoek",1.0,10,9,2,0,caught,True,0,0,0,0,0,0,0,0,0,0,1,0,True,False
1450821,6f02fe2a,Waseem Muhammad,United Arab Emirates,United States of America,2024-10-04,T20,"Wanderers Cricket Ground, Windhoek",2.0,50,32,4,3,caught,True,0,0,0,0,0,0,0,0,0,0,0,0,True,False
1450821,5eb51b97,V Sukumaran,United Arab Emirates,United States of America,2024-10-04,T20,"Wanderers Cricket Ground, Windhoek",3.0,50,42,2,4,caught,True,6,0,25,0,1,1,1,2,2,0,0,0,True,False
1450821,074acfb4,Asif Khan,United Arab Emirates,United States of America,2024-10-04,T20,"Wanderers Cricket Ground, Windhoek",4.0,9,10,0,0,caught,True,0,0,0,0,0,0,0,0,0,1,0,0,True,False
1450821,a71d0f89,R Chopra,United Arab Emirates,United States of America,2024-10-04,T20,"Wanderers Cricket Ground, Windhoek",5.0,19,17,2,0,,False,0,0,0,0,0,0,0,0,0,4,0,0,True,False
1450821,f5715b48,Ali Naseer,United Arab Emirates,United States of America,2024-10-04,T20,"Wanderers Cricket Ground, Windhoek",6.0,3,3,0,0,caught,True,18,0,24,0,0,0,5,3,0,0,0,0,True,False
1450821,adbf0400,Basil Hameed,United Arab Emirates,United States of America,2024-10-04,T20,"Wanderers Cricket Ground, Windhoek",7.0,21,11,2,1,,False,24,0,25,4,0,0,10,3,0,1,0,0,True,True
1450821,ab23a6a1,Syed Haider,United Arab Emirates,United States of America,2024-10-04,T20,"Wanderers Cricket Ground, Windhoek",,0,0,0,0,,False,0,0,0,0,0,0,0,0,0,0,0,0,True,False
1450821,d2d15439,Aayan Afzal Khan,United Arab Emirates,United States of America,2024-10-04,T20,"Wanderers Cricket Ground, Windhoek",,0,0,0,0,,False,24,0,22,1,0,0,9,1,1,0,0,0,True,False
1450821,84dc72db,Junaid Siddique,United Arab Emirates,United States of America,2024-10-04,T20,"Wanderers Cricket Ground, Windhoek",,0,0,0,0,,False,24,0,32,1,2,0,8,5,0,0,0,0,True,False
1450821,098a757c,Muhammad Jawadullah,United Arab Emirates,United States of America,2024-10-04,T20,"Wanderers Cricket Ground, Windhoek",,0,0,0,0,,False,22,0,33,3,0,0,7,5,0,0,1,0,True,False
1450821,156d0ea2,SR Mukkamalla,United States of America,United Arab Emirates,2024-10-04,T20,"Wanderers Cricket Ground, Windhoek",1.0,14,11,2,0,caught,True,0,0,0,0,0,0,0,0,0,1,0,0,False,False
1450821,d1305df0,AGS Gous,United States of America,United Arab Emirates,2024-10-04,T20,"Wanderers Cricket Ground, Windhoek",2.0,18,12,2,1,caught,True,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1450821,b3bad3f2,NR Kumar,United States of America,United Arab Emirates,2024-10-04,T20,"Wanderers Cricket Ground, Windhoek",3.0,20,23,3,0,bowled,True,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1450821,b4296080,Milind Kumar,United States of America,United Arab Emirates,2024-10-04,T20,"Wanderers Cricket Ground, Windhoek",4.0,11,9,1,0,caught,True,12,0,22,0,1,0,4,2,1,2,0,0,False,False
1450821,571e1d2a,Shayan Jahangir,United States of America,United Arab Emirates,2024-10-04,T20,"Wanderers Cricket Ground, Windhoek",5.0,61,33,8,2,caught,True,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1450821,0bf15e52,Harmeet Singh,United States of America,United Arab Emirates,2024-10-04,T20,"Wanderers Cricket Ground, Windhoek",6.0,14,14,1,0,run out,True,24,0,33,1,0,0,11,1,3,0,0,0,False,False
1450821,61928851,Utkarsh Srivastava,United States of America,United Arab Emirates,2024-10-04,T20,"Wanderers Cricket Ground, Windhoek",7.0,9,8,1,0,caught,True,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1450821,5ec41cd7,Jasdeep Singh,United States of America,United Arab Emirates,2024-10-04,T20,"Wanderers Cricket Ground, Windhoek",8.0,0,1,0,0,caught,True,24,0,24,0,1,0,11,3,0,2,0,0,False,False
1450821,96f5b685,AA Paradkar,United States of America,United Arab Emirates,2024-10-04,T20,"Wanderers Cricket Ground, Windhoek",9.0,10,8,1,0,,False,12,0,18,0,1,0,4,1,1,0,0,0,False,False
1450821,f7d267f7,NP Kenjige,United States of America,United Arab Emirates,2024-10-04,T20,"Wanderers Cricket Ground, Windhoek",10.0,0,1,0,0,bowled,True,24,0,32,2,0,0,7,2,1,0,0,0,False,False
1450821,23f94c02,J Drysdale,United States of America,United Arab Emirates,2024-10-04,T20,"Wanderers Cricket Ground, Windhoek",11.0,0,1,0,0,bowled,True,24,0,37,2,1,0,8,3,2,0,0,0,False,False
1075507,372455c4,Q de Kock,South Africa,Bangladesh,2017-10-26,T20,Mangaung Oval,1.0,59,46,5,1,lbw,True,0,0,0,0,0,0,0,0,0,0,0,0,True,False
1075507,e798611a,HM Amla,South Africa,Bangladesh,2017-10-26,T20,Mangaung Oval,2.0,3,4,0,0,bowled,True,0,0,0,0,0,0,0,0,0,1,0,0,True,False
1075507,c4487b84,AB de Villiers,South Africa,Bangladesh,2017-10-26,T20,Mangaung Oval,3.0,49,29,8,0,caught,True,0,0,0,0,0,0,0,0,0,2,0,0,True,True
1075507,2e8994e7,JP Duminy,South Africa,Bangladesh,2017-10-26,T20,Mangaung Oval,4.0,13,10,0,1,caught,True,6,0,15,0,5,0,2,0,1,0,0,0,True,False
1075507,d67d5f00,DA Miller,South Africa,Bangladesh,2017-10-26,T20,Mangaung Oval,5.0,25,19,1,0,,False,0,0,0,0,0,0,0,0,0,2,0,0,True,False
1075507,dce2019b,F Behardien,South Africa,Bangladesh,2017-10-26,T20,Mangaung Oval,6.0,36,17,2,2,,False,0,0,0,0,0,0,0,0,0,0,0,0,True,False
1075507,ab6b1c45,AL Phehlukwayo,South Africa,Bangladesh,2017-10-26,T20,Mangaung Oval,,0,0,0,0,,False,24,0,25,2,2,0,9,1,1,1,0,0,True,False
1075507,8b248d88,R Frylinck,South Africa,Bangladesh,2017-10-26,T20,Mangaung Oval,,0,0,0,0,,False,24,0,33,2,1,0,10,6,0,0,0,0,True,False
